wavelength,irradiance
498,3.38E-04
499,2.95E-04
500,2.74E-04
501,2.53E-04
502,2.32E-04
503,2.11E-04
504,1.90E-04
505,1.90E-04
506,1.90E-04
507,1.90E-04
508,1.90E-04
509,1.69E-04
510,1.69E-04
511,1.27E-04
512,1.27E-04
513,1.27E-04
514,1.27E-04
515,1.27E-04
516,8.44E-05
517,8.44E-05
518,8.44E-05
519,8.44E-05
520,8.44E-05
521,4.22E-05
522,4.22E-05
523,4.22E-05
524,4.22E-05
525,4.22E-05
526,4.22E-05
527,4.22E-05
528,4.22E-05
529,4.22E-05
530,4.22E-05
531,0.00E+00
532,0.00E+00
533,0.00E+00
534,0.00E+00
535,0.00E+00
536,0.00E+00
537,0.00E+00
538,0.00E+00
539,0.00E+00
540,0.00E+00
541,0.00E+00
542,0.00E+00
543,0.00E+00
544,0.00E+00
545,0.00E+00
546,0.00E+00
547,0.00E+00
548,0.00E+00
549,0.00E+00
550,0.00E+00
551,0.00E+00
552,0.00E+00
553,0.00E+00
554,0.00E+00
555,0.00E+00
556,0.00E+00
557,0.00E+00
558,0.00E+00
559,0.00E+00
560,0.00E+00
561,0.00E+00
562,0.00E+00
563,0.00E+00
564,0.00E+00
565,0.00E+00
566,0.00E+00
567,0.00E+00
568,0.00E+00
569,0.00E+00
570,0.00E+00
571,0.00E+00
572,0.00E+00
573,0.00E+00
574,0.00E+00
575,0.00E+00
576,0.00E+00
577,0.00E+00
578,0.00E+00
579,0.00E+00
580,0.00E+00
581,0.00E+00
582,0.00E+00
583,0.00E+00
584,0.00E+00
585,0.00E+00
586,0.00E+00
587,0.00E+00
588,0.00E+00
589,0.00E+00
590,0.00E+00
591,0.00E+00
592,0.00E+00
593,0.00E+00
594,0.00E+00
595,0.00E+00
596,0.00E+00
597,0.00E+00
598,0.00E+00
599,0.00E+00
600,0.00E+00
601,0.00E+00
602,0.00E+00
603,0.00E+00
604,0.00E+00
605,0.00E+00
606,0.00E+00
607,0.00E+00
608,0.00E+00
609,0.00E+00
610,0.00E+00
611,0.00E+00
612,0.00E+00
613,0.00E+00
614,0.00E+00
615,0.00E+00
616,0.00E+00
617,0.00E+00
618,0.00E+00
619,0.00E+00
620,0.00E+00
621,0.00E+00
622,0.00E+00
623,0.00E+00
624,0.00E+00
625,0.00E+00
626,0.00E+00
627,0.00E+00
628,0.00E+00
629,0.00E+00
630,0.00E+00
631,0.00E+00
632,0.00E+00
633,0.00E+00
634,0.00E+00
635,0.00E+00
636,0.00E+00
637,0.00E+00
638,0.00E+00
639,0.00E+00
640,0.00E+00
641,0.00E+00
642,0.00E+00
643,0.00E+00
644,0.00E+00
645,0.00E+00
646,0.00E+00
647,0.00E+00
648,0.00E+00
649,0.00E+00
650,0.00E+00
651,0.00E+00
652,0.00E+00
653,0.00E+00
654,0.00E+00
655,0.00E+00
656,0.00E+00
657,0.00E+00
658,0.00E+00
659,0.00E+00
660,0.00E+00
661,0.00E+00
662,0.00E+00
663,0.00E+00
664,0.00E+00
665,0.00E+00
666,0.00E+00
667,0.00E+00
668,0.00E+00
669,0.00E+00
670,0.00E+00
671,0.00E+00
672,0.00E+00
673,0.00E+00
674,0.00E+00
675,0.00E+00
676,0.00E+00
677,0.00E+00
678,0.00E+00
679,0.00E+00
680,0.00E+00
681,0.00E+00
682,0.00E+00
683,0.00E+00
684,0.00E+00
685,0.00E+00
686,0.00E+00
687,0.00E+00
688,0.00E+00
689,0.00E+00
690,0.00E+00
691,0.00E+00
692,0.00E+00
693,0.00E+00
694,0.00E+00
695,0.00E+00
696,0.00E+00
697,0.00E+00
698,0.00E+00
699,0.00E+00
700,0.00E+00
701,0.00E+00
702,0.00E+00
703,0.00E+00
704,0.00E+00
705,0.00E+00
706,0.00E+00
707,0.00E+00
708,0.00E+00
709,0.00E+00
710,0.00E+00
711,0.00E+00
712,0.00E+00
713,0.00E+00
714,0.00E+00
715,0.00E+00
716,0.00E+00
717,0.00E+00
718,0.00E+00
719,0.00E+00
720,0.00E+00
721,0.00E+00
722,0.00E+00
723,0.00E+00
724,0.00E+00
725,0.00E+00
726,0.00E+00
727,0.00E+00
728,0.00E+00
729,0.00E+00
730,0.00E+00
731,0.00E+00
732,0.00E+00
733,0.00E+00
734,0.00E+00
735,0.00E+00
736,0.00E+00
737,0.00E+00
738,0.00E+00
739,0.00E+00
740,0.00E+00
741,0.00E+00
742,0.00E+00
743,0.00E+00
744,0.00E+00
745,0.00E+00
746,0.00E+00
747,0.00E+00
748,0.00E+00
749,0.00E+00
750,0.00E+00
751,0.00E+00
752,0.00E+00
753,0.00E+00
754,0.00E+00
755,0.00E+00
756,0.00E+00
757,0.00E+00
758,0.00E+00
759,0.00E+00
760,0.00E+00
761,0.00E+00
762,0.00E+00
763,0.00E+00
764,0.00E+00
765,0.00E+00
766,0.00E+00
767,0.00E+00
768,0.00E+00
769,0.00E+00
770,0.00E+00
771,0.00E+00
772,0.00E+00
773,0.00E+00
774,0.00E+00
775,0.00E+00
776,0.00E+00
777,0.00E+00
778,0.00E+00
779,0.00E+00
780,0.00E+00
781,0.00E+00
782,0.00E+00
783,0.00E+00
784,0.00E+00
785,0.00E+00
786,0.00E+00
787,0.00E+00
788,0.00E+00
789,0.00E+00
790,0.00E+00
791,0.00E+00
792,0.00E+00
793,0.00E+00
794,0.00E+00
795,0.00E+00
796,0.00E+00
797,0.00E+00
798,0.00E+00
799,0.00E+00
800,0.00E+00
801,0.00E+00
802,0.00E+00
803,0.00E+00
804,0.00E+00
805,0.00E+00
806,0.00E+00
807,0.00E+00
808,0.00E+00
809,0.00E+00
810,0.00E+00
811,0.00E+00
812,0.00E+00
813,0.00E+00
814,0.00E+00
815,0.00E+00
816,0.00E+00
817,0.00E+00
818,0.00E+00
819,0.00E+00
820,0.00E+00
821,0.00E+00
822,0.00E+00
823,0.00E+00
824,0.00E+00
825,0.00E+00
826,0.00E+00
827,0.00E+00
828,0.00E+00
829,0.00E+00
830,0.00E+00
831,0.00E+00
832,0.00E+00
833,0.00E+00
834,0.00E+00
835,0.00E+00
836,0.00E+00
837,0.00E+00
838,0.00E+00
839,0.00E+00
840,0.00E+00
841,0.00E+00
842,0.00E+00
843,0.00E+00
844,0.00E+00
845,0.00E+00
846,0.00E+00
847,0.00E+00
848,0.00E+00
849,0.00E+00
850,0.00E+00
851,0.00E+00
852,0.00E+00
853,0.00E+00
854,0.00E+00
855,0.00E+00
856,0.00E+00
857,0.00E+00
858,0.00E+00
859,0.00E+00
860,0.00E+00
861,0.00E+00
862,0.00E+00
863,0.00E+00
864,0.00E+00
865,0.00E+00
866,0.00E+00
867,0.00E+00
868,0.00E+00
869,0.00E+00
870,0.00E+00
871,0.00E+00
872,0.00E+00
873,0.00E+00
874,0.00E+00
875,0.00E+00
876,0.00E+00
877,0.00E+00
878,0.00E+00
879,0.00E+00
880,0.00E+00
881,0.00E+00
882,0.00E+00
883,0.00E+00
884,0.00E+00
885,0.00E+00
886,0.00E+00
887,0.00E+00
888,0.00E+00
889,0.00E+00
890,0.00E+00
891,0.00E+00
892,0.00E+00
893,0.00E+00
894,0.00E+00
895,0.00E+00
896,0.00E+00
897,0.00E+00
898,0.00E+00
899,0.00E+00
900,0.00E+00
